pressure(bar),loading_abs_avg(mol/kg),loading_abs_dev(mol/kg)
0.2,5.8110393893192,0.23083996918229
0.29702855106049,7.1036575847288,0.21576255343512
0.42333744151313,8.2044302613961,0.25574937674355
0.59353871835647,9.0783016207285,0.095010167182707
0.83321838017999,9.9561214784333,0.21738072140716
1.1908538182236,10.934027186184,0.18339541744438
1.7682362243933,11.883675379497,0.32998930367222
2.3682362243933,12.687829991482,0.26584248296099
2.9682362243933,13.148036060468,0.10728824591011
3.5682362243933,13.543263580154,0.2161531434263
4.1682362243933,13.746336568181,0.23073113593196
4.7682362243933,14.140465375276,0.21188476614503
5.3682362243933,14.381014763071,0.16901299454378
5.9682362243933,14.666113512937,0.39258109695189
6.5682362243933,14.555280880365,0.12215729672007
7.1682362243933,14.829341002173,0.23313892831666
7.7682362243933,15.111160781651,0.28918506374148
8.3682362243933,15.24264577745,0.31242504426817
8.9682362243933,15.419383998072,0.20574539242936
9.5682362243933,15.504585725993,0.21069618435813
10.168236224393,15.54031105257,0.40197304022752
10.2,15.532585729668,0.48682363141582
